Div,Date,Time,HomeTeam,AwayTeam,FTHG,FTAG
E0,2021-01-18,0 days 20:00:00,Arsenal,Newcastle,3,0
E0,2021-01-19,0 days 18:00:00,West Ham,West Brom,2,1
E0,2021-01-19,0 days 20:15:00,Leicester,Chelsea,2,0
E0,2021-01-20,0 days 18:00:00,Man City,Aston Villa,2,0
E0,2021-01-20,0 days 20:15:00,Fulham,Man United,1,2
E0,2021-01-21,0 days 20:00:00,Liverpool,Burnley,0,1
E0,2021-01-23,0 days 20:00:00,Aston Villa,Newcastle,2,0
E0,2021-01-26,0 days 18:00:00,Crystal Palace,West Ham,2,3
E0,2021-01-26,0 days 18:00:00,Newcastle,Leeds,1,2
E0,2021-01-26,0 days 20:15:00,Southampton,Arsenal,1,3
E0,2021-01-26,0 days 20:15:00,West Brom,Man City,0,5
E0,2021-01-27,0 days 18:00:00,Burnley,Aston Villa,3,2
E0,2021-01-27,0 days 18:00:00,Chelsea,Wolves,0,0
E0,2021-01-27,0 days 19:30:00,Brighton,Fulham,0,0
E0,2021-01-27,0 days 20:15:00,Everton,Leicester,1,1
E0,2021-01-27,0 days 20:15:00,Man United,Sheffield United,1,2
E0,2021-01-28,0 days 20:00:00,Tottenham,Liverpool,1,3
E0,2021-01-30,0 days 12:30:00,Everton,Newcastle,0,2
E0,2021-01-30,0 days 15:00:00,Crystal Palace,Wolves,1,0
E0,2021-01-30,0 days 15:00:00,Man City,Sheffield United,1,0
E0,2021-01-30,0 days 15:00:00,West Brom,Fulham,2,2
E0,2021-01-30,0 days 17:30:00,Arsenal,Man United,0,0
E0,2021-01-30,0 days 20:00:00,Southampton,Aston Villa,0,1
E0,2021-01-31,0 days 12:00:00,Chelsea,Burnley,2,0
E0,2021-01-31,0 days 14:00:00,Leicester,Leeds,1,3
E0,2021-01-31,0 days 16:30:00,West Ham,Liverpool,1,3
E0,2021-01-31,0 days 19:15:00,Brighton,Tottenham,1,0
E0,2021-02-02,0 days 18:00:00,Sheffield United,West Brom,2,1
E0,2021-02-02,0 days 18:00:00,Wolves,Arsenal,2,1
E0,2021-02-02,0 days 20:15:00,Man United,Southampton,9,0
E0,2021-02-02,0 days 20:15:00,Newcastle,Crystal Palace,1,2
E0,2021-02-03,0 days 18:00:00,Burnley,Man City,0,2
E0,2021-02-03,0 days 18:00:00,Fulham,Leicester,0,2
E0,2021-02-03,0 days 19:30:00,Leeds,Everton,1,2
E0,2021-02-03,0 days 20:15:00,Aston Villa,West Ham,1,3
E0,2021-02-03,0 days 20:15:00,Liverpool,Brighton,0,1
E0,2021-02-04,0 days 20:00:00,Tottenham,Chelsea,0,1
E0,2021-02-06,0 days 12:30:00,Aston Villa,Arsenal,1,0
E0,2021-02-06,0 days 15:00:00,Burnley,Brighton,1,1
E0,2021-02-06,0 days 15:00:00,Newcastle,Southampton,3,2
E0,2021-02-06,0 days 17:30:00,Fulham,West Ham,0,0
E0,2021-02-06,0 days 20:00:00,Man United,Everton,3,3
E0,2021-02-07,0 days 12:00:00,Tottenham,West Brom,2,0
E0,2021-02-07,0 days 14:00:00,Wolves,Leicester,0,0
E0,2021-02-07,0 days 16:30:00,Liverpool,Man City,1,4
E0,2021-02-07,0 days 19:15:00,Sheffield United,Chelsea,1,2
E0,2021-02-08,0 days 20:00:00,Leeds,Crystal Palace,2,0
E0,2021-02-13,0 days 12:30:00,Leicester,Liverpool,3,1
E0,2021-02-13,0 days 15:00:00,Crystal Palace,Burnley,0,3
E0,2021-02-13,0 days 17:30:00,Man City,Tottenham,3,0
E0,2021-02-13,0 days 20:00:00,Brighton,Aston Villa,0,0
E0,2021-02-14,0 days 12:00:00,Southampton,Wolves,1,2
E0,2021-02-14,0 days 14:00:00,West Brom,Man United,1,1
E0,2021-02-14,0 days 16:30:00,Arsenal,Leeds,4,2
E0,2021-02-14,0 days 19:00:00,Everton,Fulham,0,2
E0,2021-02-15,0 days 18:00:00,West Ham,Sheffield United,3,0
E0,2021-02-15,0 days 20:00:00,Chelsea,Newcastle,2,0
E0,2021-02-17,0 days 18:00:00,Burnley,Fulham,1,1
E0,2021-02-17,0 days 20:15:00,Everton,Man City,1,3
E0,2021-02-19,0 days 20:00:00,Wolves,Leeds,1,0
E0,2021-02-20,0 days 12:30:00,Southampton,Chelsea,1,1
E0,2021-02-20,0 days 15:00:00,Burnley,West Brom,0,0
E0,2021-02-20,0 days 17:30:00,Liverpool,Everton,0,2
E0,2021-02-20,0 days 20:00:00,Fulham,Sheffield United,1,0
E0,2021-02-21,0 days 12:00:00,West Ham,Tottenham,2,1
E0,2021-02-21,0 days 14:05:00,Aston Villa,Leicester,1,2
E0,2021-02-21,0 days 16:30:00,Arsenal,Man City,0,1
E0,2021-02-21,0 days 19:00:00,Man United,Newcastle,3,1
E0,2021-02-22,0 days 20:00:00,Brighton,Crystal Palace,1,2
E0,2021-02-23,0 days 18:00:00,Leeds,Southampton,3,0
E0,2021-02-27,0 days 12:30:00,Man City,West Ham,2,1
E0,2021-02-27,0 days 15:00:00,West Brom,Brighton,1,0
E0,2021-02-27,0 days 17:30:00,Leeds,Aston Villa,0,1
E0,2021-02-27,0 days 20:00:00,Newcastle,Wolves,1,1
E0,2021-02-28,0 days 12:00:00,Crystal Palace,Fulham,0,0
E0,2021-02-28,0 days 12:00:00,Leicester,Arsenal,1,3
E0,2021-02-28,0 days 14:00:00,Tottenham,Burnley,4,0
E0,2021-02-28,0 days 16:30:00,Chelsea,Man United,0,0
E0,2021-02-28,0 days 19:15:00,Sheffield United,Liverpool,0,2
E0,2021-03-01,0 days 20:00:00,Everton,Southampton,1,0
E0,2021-03-02,0 days 20:00:00,Man City,Wolves,4,1
E0,2021-03-03,0 days 18:00:00,Burnley,Leicester,1,1
E0,2021-03-03,0 days 18:00:00,Sheffield United,Aston Villa,1,0
E0,2021-03-03,0 days 20:15:00,Crystal Palace,Man United,0,0
E0,2021-03-04,0 days 18:00:00,Fulham,Tottenham,0,1
E0,2021-03-04,0 days 18:00:00,West Brom,Everton,0,1
E0,2021-03-04,0 days 20:15:00,Liverpool,Chelsea,0,1
E0,2021-03-06,0 days 12:30:00,Burnley,Arsenal,1,1
E0,2021-03-06,0 days 15:00:00,Sheffield United,Southampton,0,2
E0,2021-03-06,0 days 17:30:00,Aston Villa,Wolves,0,0
E0,2021-03-06,0 days 20:00:00,Brighton,Leicester,1,2
E0,2021-03-07,0 days 12:00:00,West Brom,Newcastle,0,0
E0,2021-03-07,0 days 14:00:00,Liverpool,Fulham,0,1
E0,2021-03-07,0 days 16:30:00,Man City,Man United,0,2
E0,2021-03-07,0 days 19:15:00,Tottenham,Crystal Palace,4,1
E0,2021-03-08,0 days 18:00:00,Chelsea,Everton,2,0
E0,2021-03-08,0 days 20:00:00,West Ham,Leeds,2,0
E0,2021-03-10,0 days 18:00:00,Man City,Southampton,5,2
E0,2021-03-12,0 days 20:00:00,Newcastle,Aston Villa,1,1
E0,2021-03-13,0 days 12:30:00,Leeds,Chelsea,0,0
E0,2021-03-13,0 days 15:00:00,Crystal Palace,West Brom,1,0
E0,2021-03-13,0 days 17:30:00,Everton,Burnley,1,2
E0,2021-03-13,0 days 20:00:00,Fulham,Man City,0,3
E0,2021-03-14,0 days 12:00:00,Southampton,Brighton,1,2
E0,2021-03-14,0 days 14:00:00,Leicester,Sheffield United,5,0
E0,2021-03-14,0 days 16:30:00,Arsenal,Tottenham,2,1
E0,2021-03-14,0 days 19:15:00,Man United,West Ham,1,0
E0,2021-03-15,0 days 20:00:00,Wolves,Liverpool,0,1
E0,2021-03-19,0 days 20:00:00,Fulham,Leeds,1,2
E0,2021-03-20,0 days 20:00:00,Brighton,Newcastle,3,0
E0,2021-03-21,0 days 15:00:00,West Ham,Arsenal,3,3
E0,2021-03-21,0 days 19:30:00,Aston Villa,Tottenham,0,2
E0,2021-04-03,0 days 12:30:00,Chelsea,West Brom,2,5
E0,2021-04-03,0 days 15:00:00,Leeds,Sheffield United,2,1
E0,2021-04-03,0 days 17:30:00,Leicester,Man City,0,2
E0,2021-04-03,0 days 20:00:00,Arsenal,Liverpool,0,3
E0,2021-04-04,0 days 12:00:00,Southampton,Burnley,3,2
E0,2021-04-04,0 days 14:05:00,Newcastle,Tottenham,2,2
E0,2021-04-04,0 days 16:30:00,Aston Villa,Fulham,3,1
E0,2021-04-04,0 days 19:30:00,Man United,Brighton,2,1
E0,2021-04-05,0 days 18:00:00,Everton,Crystal Palace,1,1
E0,2021-04-05,0 days 20:15:00,Wolves,West Ham,2,3
E0,2021-04-09,0 days 20:00:00,Fulham,Wolves,0,1
E0,2021-04-10,0 days 12:30:00,Man City,Leeds,1,2
E0,2021-04-10,0 days 15:00:00,Liverpool,Aston Villa,2,1
E0,2021-04-10,0 days 17:30:00,Crystal Palace,Chelsea,1,4
E0,2021-04-11,0 days 12:00:00,Burnley,Newcastle,1,2
E0,2021-04-11,0 days 14:05:00,West Ham,Leicester,3,2
E0,2021-04-11,0 days 16:30:00,Tottenham,Man United,1,3
E0,2021-04-11,0 days 19:00:00,Sheffield United,Arsenal,0,3
E0,2021-04-12,0 days 18:00:00,West Brom,Southampton,3,0
E0,2021-04-12,0 days 20:15:00,Brighton,Everton,0,0
E0,2021-04-16,0 days 20:00:00,Everton,Tottenham,2,2
E0,2021-04-17,0 days 12:30:00,Newcastle,West Ham,3,2
E0,2021-04-17,0 days 20:15:00,Wolves,Sheffield United,1,0
E0,2021-04-18,0 days 13:30:00,Arsenal,Fulham,1,1
E0,2021-04-18,0 days 16:00:00,Man United,Burnley,3,1
E0,2021-04-19,0 days 20:00:00,Leeds,Liverpool,1,1
E0,2021-04-20,0 days 20:00:00,Chelsea,Brighton,0,0
E0,2021-04-21,0 days 18:00:00,Tottenham,Southampton,2,1
E0,2021-04-21,0 days 20:15:00,Aston Villa,Man City,1,2
E0,2021-04-22,0 days 20:00:00,Leicester,West Brom,3,0
E0,2021-04-23,0 days 20:00:00,Arsenal,Everton,0,1
E0,2021-04-24,0 days 12:30:00,Liverpool,Newcastle,1,1
E0,2021-04-24,0 days 17:30:00,West Ham,Chelsea,0,1
E0,2021-04-24,0 days 20:00:00,Sheffield United,Brighton,1,0
E0,2021-04-25,0 days 12:00:00,Wolves,Burnley,0,4
E0,2021-04-25,0 days 14:00:00,Leeds,Man United,0,0
E0,2021-04-25,0 days 19:00:00,Aston Villa,West Brom,2,2
E0,2021-04-26,0 days 20:00:00,Leicester,Crystal Palace,2,1
E0,2021-04-30,0 days 20:00:00,Southampton,Leicester,1,1
E0,2021-05-01,0 days 12:30:00,Crystal Palace,Man City,0,2
E0,2021-05-01,0 days 15:00:00,Brighton,Leeds,2,0
E0,2021-05-01,0 days 17:30:00,Chelsea,Fulham,2,0
E0,2021-05-01,0 days 20:00:00,Everton,Aston Villa,1,2
E0,2021-05-02,0 days 14:00:00,Newcastle,Arsenal,0,2
E0,2021-05-02,0 days 19:15:00,Tottenham,Sheffield United,4,0
E0,2021-05-03,0 days 18:00:00,West Brom,Wolves,1,1
E0,2021-05-03,0 days 20:15:00,Burnley,West Ham,1,2
E0,2021-05-07,0 days 20:00:00,Leicester,Newcastle,2,4
E0,2021-05-08,0 days 12:30:00,Leeds,Tottenham,3,1
E0,2021-05-08,0 days 15:00:00,Sheffield United,Crystal Palace,0,2
E0,2021-05-08,0 days 17:30:00,Man City,Chelsea,1,2
E0,2021-05-08,0 days 20:15:00,Liverpool,Southampton,2,0
E0,2021-05-09,0 days 12:00:00,Wolves,Brighton,2,1
E0,2021-05-09,0 days 14:05:00,Aston Villa,Man United,1,3
E0,2021-05-09,0 days 16:30:00,West Ham,Everton,0,1
E0,2021-05-09,0 days 19:00:00,Arsenal,West Brom,3,1
E0,2021-05-10,0 days 20:00:00,Fulham,Burnley,0,2
E0,2021-05-11,0 days 18:00:00,Man United,Leicester,1,2
E0,2021-05-11,0 days 20:15:00,Southampton,Crystal Palace,3,1
E0,2021-05-12,0 days 20:15:00,Chelsea,Arsenal,0,1
E0,2021-05-13,0 days 18:00:00,Aston Villa,Everton,0,0
E0,2021-05-13,0 days 20:15:00,Man United,Liverpool,2,4
E0,2021-05-14,0 days 20:00:00,Newcastle,Man City,3,4
E0,2021-05-15,0 days 12:30:00,Burnley,Leeds,0,4
E0,2021-05-15,0 days 15:00:00,Southampton,Fulham,3,1
E0,2021-05-15,0 days 20:00:00,Brighton,West Ham,1,1
E0,2021-05-16,0 days 12:00:00,Crystal Palace,Aston Villa,3,2
E0,2021-05-16,0 days 14:05:00,Tottenham,Wolves,2,0
E0,2021-05-16,0 days 16:30:00,West Brom,Liverpool,1,2
E0,2021-05-16,0 days 19:00:00,Everton,Sheffield United,0,1
E0,2021-05-18,0 days 18:00:00,Man United,Fulham,1,1
E0,2021-05-18,0 days 18:00:00,Southampton,Leeds,0,2
E0,2021-05-18,0 days 19:00:00,Brighton,Man City,3,2
E0,2021-05-18,0 days 20:15:00,Chelsea,Leicester,2,1
E0,2021-05-19,0 days 18:00:00,Everton,Wolves,1,0
E0,2021-05-19,0 days 18:00:00,Newcastle,Sheffield United,1,0
E0,2021-05-19,0 days 18:00:00,Tottenham,Aston Villa,1,2
E0,2021-05-19,0 days 19:00:00,Crystal Palace,Arsenal,1,3
E0,2021-05-19,0 days 20:15:00,Burnley,Liverpool,0,3
E0,2021-05-19,0 days 20:15:00,West Brom,West Ham,1,3
E0,2021-05-23,0 days 16:00:00,Arsenal,Brighton,2,0
E0,2021-05-23,0 days 16:00:00,Aston Villa,Chelsea,2,1
E0,2021-05-23,0 days 16:00:00,Fulham,Newcastle,0,2
E0,2021-05-23,0 days 16:00:00,Leeds,West Brom,3,1
E0,2021-05-23,0 days 16:00:00,Leicester,Tottenham,2,4
E0,2021-05-23,0 days 16:00:00,Liverpool,Crystal Palace,2,0
E0,2021-05-23,0 days 16:00:00,Man City,Everton,5,0
E0,2021-05-23,0 days 16:00:00,Sheffield United,Burnley,1,0
E0,2021-05-23,0 days 16:00:00,West Ham,Southampton,3,0
E0,2021-05-23,0 days 16:00:00,Wolves,Man United,1,2
E0,2020-09-12,0 days 12:30:00,Fulham,Arsenal,0,3
E0,2020-09-12,0 days 15:00:00,Crystal Palace,Southampton,1,0
E0,2020-09-12,0 days 17:30:00,Liverpool,Leeds,4,3
E0,2020-09-12,0 days 20:00:00,West Ham,Newcastle,0,2
E0,2020-09-13,0 days 14:00:00,West Brom,Leicester,0,3
E0,2020-09-13,0 days 16:30:00,Tottenham,Everton,0,1
E0,2020-09-14,0 days 20:15:00,Brighton,Chelsea,1,3
E0,2020-09-14,0 days 18:00:00,Sheffield United,Wolves,0,2
E0,2020-09-19,0 days 12:30:00,Everton,West Brom,5,2
E0,2020-09-19,0 days 15:00:00,Leeds,Fulham,4,3
E0,2020-09-19,0 days 17:30:00,Man United,Crystal Palace,1,3
E0,2020-09-19,0 days 20:00:00,Arsenal,West Ham,2,1
E0,2020-09-20,0 days 12:00:00,Southampton,Tottenham,2,5
E0,2020-09-20,0 days 14:00:00,Newcastle,Brighton,0,3
E0,2020-09-20,0 days 16:30:00,Chelsea,Liverpool,0,2
E0,2020-09-20,0 days 19:00:00,Leicester,Burnley,4,2
E0,2020-09-21,0 days 18:00:00,Aston Villa,Sheffield United,1,0
E0,2020-09-21,0 days 20:15:00,Wolves,Man City,1,3
E0,2020-09-26,0 days 12:30:00,Brighton,Man United,2,3
E0,2020-09-26,0 days 15:00:00,Crystal Palace,Everton,1,2
E0,2020-09-26,0 days 17:30:00,West Brom,Chelsea,3,3
E0,2020-09-26,0 days 20:00:00,Burnley,Southampton,0,1
E0,2020-09-27,0 days 12:00:00,Sheffield United,Leeds,0,1
E0,2020-09-27,0 days 14:00:00,Tottenham,Newcastle,1,1
E0,2020-09-27,0 days 16:30:00,Man City,Leicester,2,5
E0,2020-09-27,0 days 19:00:00,West Ham,Wolves,4,0
E0,2020-09-28,0 days 17:45:00,Fulham,Aston Villa,0,3
E0,2020-09-28,0 days 20:00:00,Liverpool,Arsenal,3,1
E0,2020-10-03,0 days 12:30:00,Chelsea,Crystal Palace,4,0
E0,2020-10-03,0 days 15:00:00,Everton,Brighton,4,2
E0,2020-10-03,0 days 17:30:00,Leeds,Man City,1,1
E0,2020-10-03,0 days 20:00:00,Newcastle,Burnley,3,1
E0,2020-10-04,0 days 12:00:00,Leicester,West Ham,0,3
E0,2020-10-04,0 days 12:00:00,Southampton,West Brom,2,0
E0,2020-10-04,0 days 14:00:00,Arsenal,Sheffield United,2,1
E0,2020-10-04,0 days 14:00:00,Wolves,Fulham,1,0
E0,2020-10-04,0 days 16:30:00,Man United,Tottenham,1,6
E0,2020-10-04,0 days 19:15:00,Aston Villa,Liverpool,7,2
E0,2020-10-17,0 days 12:30:00,Everton,Liverpool,2,2
E0,2020-10-17,0 days 15:00:00,Chelsea,Southampton,3,3
E0,2020-10-17,0 days 17:30:00,Man City,Arsenal,1,0
E0,2020-10-17,0 days 20:00:00,Newcastle,Man United,1,4
E0,2020-10-18,0 days 12:00:00,Sheffield United,Fulham,1,1
E0,2020-10-18,0 days 14:00:00,Crystal Palace,Brighton,1,1
E0,2020-10-18,0 days 16:30:00,Tottenham,West Ham,3,3
E0,2020-10-18,0 days 19:15:00,Leicester,Aston Villa,0,1
E0,2020-10-19,0 days 17:30:00,West Brom,Burnley,0,0
E0,2020-10-19,0 days 20:00:00,Leeds,Wolves,0,1
E0,2020-10-23,0 days 20:00:00,Aston Villa,Leeds,0,3
E0,2020-10-24,0 days 12:30:00,West Ham,Man City,1,1
E0,2020-10-24,0 days 15:00:00,Fulham,Crystal Palace,1,2
E0,2020-10-24,0 days 17:30:00,Man United,Chelsea,0,0
E0,2020-10-24,0 days 20:00:00,Liverpool,Sheffield United,2,1
E0,2020-10-25,0 days 14:00:00,Southampton,Everton,2,0
E0,2020-10-25,0 days 16:30:00,Wolves,Newcastle,1,1
E0,2020-10-25,0 days 19:15:00,Arsenal,Leicester,0,1
E0,2020-10-26,0 days 17:30:00,Brighton,West Brom,1,1
E0,2020-10-26,0 days 20:00:00,Burnley,Tottenham,0,1
E0,2020-10-30,0 days 20:00:00,Wolves,Crystal Palace,2,0
E0,2020-10-31,0 days 12:30:00,Sheffield United,Man City,0,1
E0,2020-10-31,0 days 15:00:00,Burnley,Chelsea,0,3
E0,2020-10-31,0 days 17:30:00,Liverpool,West Ham,2,1
E0,2020-11-01,0 days 12:00:00,Aston Villa,Southampton,3,4
E0,2020-11-01,0 days 14:00:00,Newcastle,Everton,2,1
E0,2020-11-01,0 days 16:30:00,Man United,Arsenal,0,1
E0,2020-11-01,0 days 19:15:00,Tottenham,Brighton,2,1
E0,2020-11-02,0 days 17:30:00,Fulham,West Brom,2,0
E0,2020-11-02,0 days 20:00:00,Leeds,Leicester,1,4
E0,2020-11-06,0 days 17:30:00,Brighton,Burnley,0,0
E0,2020-11-06,0 days 20:00:00,Southampton,Newcastle,2,0
E0,2020-11-07,0 days 12:30:00,Everton,Man United,1,3
E0,2020-11-07,0 days 15:00:00,Crystal Palace,Leeds,4,1
E0,2020-11-07,0 days 17:30:00,Chelsea,Sheffield United,4,1
E0,2020-11-07,0 days 20:00:00,West Ham,Fulham,1,0
E0,2020-11-08,0 days 12:00:00,West Brom,Tottenham,0,1
E0,2020-11-08,0 days 14:00:00,Leicester,Wolves,1,0
E0,2020-11-08,0 days 16:30:00,Man City,Liverpool,1,1
E0,2020-11-08,0 days 19:15:00,Arsenal,Aston Villa,0,3
E0,2020-11-21,0 days 12:30:00,Newcastle,Chelsea,0,2
E0,2020-11-21,0 days 15:00:00,Aston Villa,Brighton,1,2
E0,2020-11-21,0 days 17:30:00,Tottenham,Man City,2,0
E0,2020-11-21,0 days 20:00:00,Man United,West Brom,1,0
E0,2020-11-22,0 days 12:00:00,Fulham,Everton,2,3
E0,2020-11-22,0 days 14:00:00,Sheffield United,West Ham,0,1
E0,2020-11-22,0 days 16:30:00,Leeds,Arsenal,0,0
E0,2020-11-22,0 days 19:15:00,Liverpool,Leicester,3,0
E0,2020-11-23,0 days 17:30:00,Burnley,Crystal Palace,1,0
E0,2020-11-23,0 days 20:00:00,Wolves,Southampton,1,1
E0,2020-11-27,0 days 20:00:00,Crystal Palace,Newcastle,0,2
E0,2020-11-28,0 days 12:30:00,Brighton,Liverpool,1,1
E0,2020-11-28,0 days 15:00:00,Man City,Burnley,5,0
E0,2020-11-28,0 days 17:30:00,Everton,Leeds,0,1
E0,2020-11-28,0 days 20:00:00,West Brom,Sheffield United,1,0
E0,2020-11-29,0 days 14:00:00,Southampton,Man United,2,3
E0,2020-11-29,0 days 16:30:00,Chelsea,Tottenham,0,0
E0,2020-11-29,0 days 19:15:00,Arsenal,Wolves,1,2
E0,2020-11-30,0 days 17:30:00,Leicester,Fulham,1,2
E0,2020-11-30,0 days 20:00:00,West Ham,Aston Villa,2,1
E0,2020-12-05,0 days 12:30:00,Burnley,Everton,1,1
E0,2020-12-05,0 days 15:00:00,Man City,Fulham,2,0
E0,2020-12-05,0 days 17:30:00,West Ham,Man United,1,3
E0,2020-12-05,0 days 20:00:00,Chelsea,Leeds,3,1
E0,2020-12-06,0 days 12:00:00,West Brom,Crystal Palace,1,5
E0,2020-12-06,0 days 14:15:00,Sheffield United,Leicester,1,2
E0,2020-12-06,0 days 16:30:00,Tottenham,Arsenal,2,0
E0,2020-12-06,0 days 19:15:00,Liverpool,Wolves,4,0
E0,2020-12-07,0 days 20:00:00,Brighton,Southampton,1,2
E0,2020-12-11,0 days 20:00:00,Leeds,West Ham,1,2
E0,2020-12-12,0 days 12:30:00,Wolves,Aston Villa,0,1
E0,2020-12-12,0 days 15:00:00,Newcastle,West Brom,2,1
E0,2020-12-12,0 days 17:30:00,Man United,Man City,0,0
E0,2020-12-12,0 days 20:00:00,Everton,Chelsea,1,0
E0,2020-12-13,0 days 12:00:00,Southampton,Sheffield United,3,0
E0,2020-12-13,0 days 14:15:00,Crystal Palace,Tottenham,1,1
E0,2020-12-13,0 days 16:30:00,Fulham,Liverpool,1,1
E0,2020-12-13,0 days 19:15:00,Arsenal,Burnley,0,1
E0,2020-12-13,0 days 19:15:00,Leicester,Brighton,3,0
E0,2020-12-15,0 days 18:00:00,Wolves,Chelsea,2,1
E0,2020-12-15,0 days 20:00:00,Man City,West Brom,1,1
E0,2020-12-16,0 days 18:00:00,Arsenal,Southampton,1,1
E0,2020-12-16,0 days 18:00:00,Leeds,Newcastle,5,2
E0,2020-12-16,0 days 18:00:00,Leicester,Everton,0,2
E0,2020-12-16,0 days 20:00:00,Fulham,Brighton,0,0
E0,2020-12-16,0 days 20:00:00,Liverpool,Tottenham,2,1
E0,2020-12-16,0 days 20:00:00,West Ham,Crystal Palace,1,1
E0,2020-12-17,0 days 18:00:00,Aston Villa,Burnley,0,0
E0,2020-12-17,0 days 20:00:00,Sheffield United,Man United,2,3
E0,2020-12-19,0 days 12:30:00,Crystal Palace,Liverpool,0,7
E0,2020-12-19,0 days 15:00:00,Southampton,Man City,0,1
E0,2020-12-19,0 days 17:30:00,Everton,Arsenal,2,1
E0,2020-12-19,0 days 20:00:00,Newcastle,Fulham,1,1
E0,2020-12-20,0 days 12:00:00,Brighton,Sheffield United,1,1
E0,2020-12-20,0 days 14:15:00,Tottenham,Leicester,0,2
E0,2020-12-20,0 days 16:30:00,Man United,Leeds,6,2
E0,2020-12-20,0 days 19:15:00,West Brom,Aston Villa,0,3
E0,2020-12-21,0 days 17:30:00,Burnley,Wolves,2,1
E0,2020-12-21,0 days 20:00:00,Chelsea,West Ham,3,0
E0,2020-12-26,0 days 12:30:00,Leicester,Man United,2,2
E0,2020-12-26,0 days 15:00:00,Aston Villa,Crystal Palace,3,0
E0,2020-12-26,0 days 15:00:00,Fulham,Southampton,0,0
E0,2020-12-26,0 days 17:30:00,Arsenal,Chelsea,3,1
E0,2020-12-26,0 days 20:00:00,Man City,Newcastle,2,0
E0,2020-12-26,0 days 20:00:00,Sheffield United,Everton,0,1
E0,2020-12-27,0 days 12:00:00,Leeds,Burnley,1,0
E0,2020-12-27,0 days 14:15:00,West Ham,Brighton,2,2
E0,2020-12-27,0 days 16:30:00,Liverpool,West Brom,1,1
E0,2020-12-27,0 days 19:15:00,Wolves,Tottenham,1,1
E0,2020-12-28,0 days 15:00:00,Crystal Palace,Leicester,1,1
E0,2020-12-28,0 days 17:30:00,Chelsea,Aston Villa,1,1
E0,2020-12-29,0 days 18:00:00,Brighton,Arsenal,0,1
E0,2020-12-29,0 days 18:00:00,Burnley,Sheffield United,1,0
E0,2020-12-29,0 days 18:00:00,Southampton,West Ham,0,0
E0,2020-12-29,0 days 18:00:00,West Brom,Leeds,0,5
E0,2020-12-29,0 days 20:00:00,Man United,Wolves,1,0
E0,2020-12-30,0 days 20:00:00,Newcastle,Liverpool,0,0
E0,2021-01-01,0 days 17:30:00,Everton,West Ham,0,1
E0,2021-01-01,0 days 20:00:00,Man United,Aston Villa,2,1
E0,2021-01-02,0 days 12:30:00,Tottenham,Leeds,3,0
E0,2021-01-02,0 days 15:00:00,Crystal Palace,Sheffield United,2,0
E0,2021-01-02,0 days 17:30:00,Brighton,Wolves,3,3
E0,2021-01-02,0 days 20:00:00,West Brom,Arsenal,0,4
E0,2021-01-03,0 days 14:15:00,Newcastle,Leicester,1,2
E0,2021-01-03,0 days 16:30:00,Chelsea,Man City,1,3
E0,2021-01-04,0 days 20:00:00,Southampton,Liverpool,1,0
E0,2021-01-12,0 days 18:00:00,Sheffield United,Newcastle,1,0
E0,2021-01-12,0 days 20:15:00,Burnley,Man United,0,1
E0,2021-01-12,0 days 20:15:00,Wolves,Everton,1,2
E0,2021-01-13,0 days 18:00:00,Man City,Brighton,1,0
E0,2021-01-13,0 days 20:15:00,Tottenham,Fulham,1,1
E0,2021-01-14,0 days 20:00:00,Arsenal,Crystal Palace,0,0
E0,2021-01-16,0 days 12:30:00,Wolves,West Brom,2,3
E0,2021-01-16,0 days 15:00:00,Leeds,Brighton,0,1
E0,2021-01-16,0 days 15:00:00,West Ham,Burnley,1,0
E0,2021-01-16,0 days 17:30:00,Fulham,Chelsea,0,1
E0,2021-01-16,0 days 20:00:00,Leicester,Southampton,2,0
E0,2021-01-17,0 days 14:00:00,Sheffield United,Tottenham,1,3
E0,2021-01-17,0 days 16:30:00,Liverpool,Man United,0,0
E0,2021-01-17,0 days 19:15:00,Man City,Crystal Palace,4,0
E0,2021-01-18,0 days 20:00:00,Arsenal,Newcastle,3,0
E0,2021-01-19,0 days 18:00:00,West Ham,West Brom,2,1
E0,2021-01-19,0 days 20:15:00,Leicester,Chelsea,2,0
E0,2021-01-20,0 days 18:00:00,Man City,Aston Villa,2,0
E0,2021-01-20,0 days 20:15:00,Fulham,Man United,1,2
E0,2021-01-21,0 days 20:00:00,Liverpool,Burnley,0,1
E0,2021-01-23,0 days 20:00:00,Aston Villa,Newcastle,2,0
E0,2021-01-26,0 days 18:00:00,Crystal Palace,West Ham,2,3
E0,2021-01-26,0 days 18:00:00,Newcastle,Leeds,1,2
E0,2021-01-26,0 days 20:15:00,Southampton,Arsenal,1,3
E0,2021-01-26,0 days 20:15:00,West Brom,Man City,0,5
E0,2021-01-27,0 days 18:00:00,Burnley,Aston Villa,3,2
E0,2021-01-27,0 days 18:00:00,Chelsea,Wolves,0,0
E0,2021-01-27,0 days 19:30:00,Brighton,Fulham,0,0
E0,2021-01-27,0 days 20:15:00,Everton,Leicester,1,1
E0,2021-01-27,0 days 20:15:00,Man United,Sheffield United,1,2
E0,2021-01-28,0 days 20:00:00,Tottenham,Liverpool,1,3
E0,2021-01-30,0 days 12:30:00,Everton,Newcastle,0,2
E0,2021-01-30,0 days 15:00:00,Crystal Palace,Wolves,1,0
E0,2021-01-30,0 days 15:00:00,Man City,Sheffield United,1,0
